,Sensor_ID,Model,MAE_15mins,RMSE_15mins,MAE_30mins,RMSE_30mins,MAE_60mins,RMSE_60mins
0,773869,TCN,3.42421850408252,9.78936229656226,4.803339089441626,12.96458358663788,6.915374359548195,16.55003873310173
1,773869,Bi-GRU,3.339862695355209,10.002175113806677,4.673763164283199,13.024841648773021,6.781734613213861,16.548694232539077
2,767541,TCN,2.473187694057917,8.432205485370565,3.196919014676948,10.797938197509923,4.20614328306142,13.330298073226754
3,767541,Bi-GRU,2.530352825183842,8.720143685165638,3.2464619200806286,10.999685178136282,4.223942255375131,13.474894424853227
4,767542,TCN,2.8531204280231193,9.003846992786771,3.849736265276857,11.733919537033897,5.75358153399293,15.481966527927497
5,767542,Bi-GRU,2.8108020245592034,9.104737823403745,3.9263384562103596,12.03857054494718,5.731376887716308,15.63045468094494
6,717447,TCN,3.723531799632723,8.30631533689701,4.759791236412869,10.440921576180976,6.093824021957189,12.87481604681255
7,717447,Bi-GRU,3.66594222563684,8.41668492921279,4.740143960012247,10.505791601963766,6.105456461315587,12.892680191463377
8,717446,TCN,4.841490791014153,8.788015699923045,6.068002923390913,11.094915308965554,7.795306278040423,13.798202556344943
9,717446,Bi-GRU,4.814415003760472,8.788558268991121,6.072287187686429,11.038231449277884,7.9243646183280205,13.82061760342829
10,717445,TCN,4.643439618491392,9.22809853578221,5.759340369905633,11.445551483333112,7.188984190764812,13.828128474943114
11,717445,Bi-GRU,4.610724865822973,9.225549470122559,5.708309692054936,11.34477385474611,7.139678441994286,13.702144782753038
12,773062,TCN,3.6151436294456887,8.875638176873194,4.683314277350039,11.253610022721274,6.314453152204053,14.001602087642276
13,773062,Bi-GRU,3.689449380801266,8.919288660957822,4.723567615198469,11.299200232551533,6.328968592469999,14.034025918239566
14,767620,TCN,2.4559734116460783,8.041911523309938,3.1669680905497346,10.424296986891905,4.213400037460982,13.14546884455186
15,767620,Bi-GRU,2.4576052592569932,8.118244035451259,3.170164309672824,10.490075553459167,4.181982462660757,13.123447640714586
16,737529,TCN,4.189726874765385,10.824361343545862,5.15825474690681,13.082892678566015,6.420452948549672,15.434334454530319
17,737529,Bi-GRU,4.153652066648994,10.760394566927602,5.159547442002128,12.964102114301685,6.400101835739403,15.08337549983281
18,717816,TCN,3.7835153573191107,9.716049342438183,5.1958398816579185,12.768466010726392,7.6344463502552475,16.849493092585554
19,717816,Bi-GRU,3.7434721581043364,9.623097668996298,5.20912582164643,12.760255548917339,7.7090942400356885,17.038644708208192
20,765604,TCN,2.825008537926937,8.332273367508218,3.677243828536876,10.71636924850239,4.984105691738662,13.579118514783838
21,765604,Bi-GRU,2.7941396602520783,8.163813803121332,3.6752952860063632,10.678714207626388,5.003861823582923,13.614846798167488
22,767471,TCN,3.2444701108692446,10.787699354521674,4.438728735885398,13.7122586331775,6.090988088906647,17.07453799469608
23,767471,Bi-GRU,3.238353325265457,10.840249383533703,4.438511508062932,13.904957361713707,6.050938424191875,17.076041956640694
24,716339,TCN,3.9894602360571536,9.416726355250887,5.5968086742791,12.650934672302219,8.502874087784026,17.11449992509198
25,716339,Bi-GRU,3.9025723060276745,9.28176484644169,5.534911019017861,12.56423829601205,8.45478611469786,17.132248064614956
26,773906,TCN,3.6397751307110147,10.6911848200344,4.841236778528965,13.595303338138695,6.492923494188469,16.818829690258887
27,773906,Bi-GRU,3.5736991620681993,10.678128581786156,4.7987563441779795,13.598915652860624,6.467220448665002,16.859275160915654
28,765273,TCN,4.596480671418582,9.36448726379933,5.815445763386355,12.179954194002178,7.815622206883612,15.890548915321983
29,765273,Bi-GRU,4.500517618409715,9.462472179684665,5.707878307288705,12.250360453844863,7.7115095067106765,16.031710774169056
30,716331,TCN,4.700300235043229,8.63085438066265,5.929165840101966,10.788358482855308,7.784161139806388,13.517452152856679
31,716331,Bi-GRU,4.656156754220565,8.55263453446767,5.8827634279820264,10.67896048195302,7.703630070342179,13.364813325061817
32,771667,TCN,1.869099426689901,4.562209528796646,2.40169536056823,5.746701596070823,3.114146315625977,7.028457207863196
33,771667,Bi-GRU,1.8722210146623945,4.604780950994419,2.388809713282752,5.765920700716743,3.127959757471897,7.055315407020628
34,716337,TCN,3.873127907291512,9.07339211799496,5.035424533930263,11.457228588776326,6.4836756750095095,14.06291147792913
35,716337,Bi-GRU,3.873616502684681,9.022324233344106,5.067032066023345,11.44773587911554,6.536659900956283,14.01848820632901
36,769953,TCN,3.051069234314143,7.596833612307397,3.7167940093143392,9.565201146156742,4.7814626086650724,11.889728494867684
37,769953,Bi-GRU,3.059121547724174,7.580267802273753,3.742797794453184,9.56815092309711,4.838535086362646,11.943847705296648
38,769402,TCN,3.2532655385198272,8.277687284236809,4.157653166317137,10.573006670582584,5.613823813429023,13.276128793562341
39,769402,Bi-GRU,3.1819350479515136,8.1894556792835,4.115892379468914,10.522479822619308,5.556295422838691,13.224682946225796
40,769403,TCN,3.587683952030226,10.013762304028155,4.857627462780941,12.80053262296931,6.585821645820035,15.791241982394407
41,769403,Bi-GRU,3.480436993123068,9.825112584768883,4.808791791433358,12.684518376893182,6.524785464720756,15.747794885390812
42,769819,TCN,3.075877841900818,8.082018183923632,3.8630336858782317,10.315533271958403,4.955101849001814,12.783938838691197
43,769819,Bi-GRU,3.005189574234028,8.091614091556165,3.721149100882328,10.22651174046154,4.807900499333237,12.68490512061308
44,769405,TCN,3.1248403805437266,7.234183675416213,4.0683233629242865,9.299883680379006,5.623360881389354,11.810626744285019
45,769405,Bi-GRU,3.1911282630977547,7.518086417149656,4.1601498479578165,9.542142590208458,5.741862101800962,12.041768427101927
46,716941,TCN,5.3205798099839585,12.119698340521941,6.9427018180215585,15.057200944443315,9.423101227159641,18.558638238688843
47,716941,Bi-GRU,5.299526108883166,12.188455052120675,6.996175952627938,15.095123864907086,9.354216240374573,18.56935367627135
48,717578,TCN,3.2644474175734337,9.207529527719638,4.1385301068047085,11.506420682011484,5.405725818542765,14.153908026962114
49,717578,Bi-GRU,3.2319246121946414,9.073249008664405,4.089172183055975,11.389627472578704,5.344737910920741,14.115164466014498
50,716960,TCN,5.7884035719781295,10.611240860904347,7.271134385487722,13.304892701916156,9.558097784506103,16.727869521248696
51,716960,Bi-GRU,5.753721623478296,10.570295850989433,7.2256067639699255,13.307377752912846,9.478055883778481,16.697686869495175
52,717804,TCN,4.707966965205561,9.402499020028221,5.7537503459976485,11.502696682370022,7.160038772513314,13.676282186812305
53,717804,Bi-GRU,4.684185354401416,9.39529377624986,5.769641402547542,11.494095345293882,7.203880088646536,13.70826750381137
54,767572,TCN,2.5032543951717288,8.008612223589202,3.1601914202220582,10.213883384405293,4.070083953479062,12.629938984305825
55,767572,Bi-GRU,2.4354444150917365,8.010333981428758,3.108856863262237,10.280287731987213,4.038133344881436,12.746931909691503
56,767573,TCN,2.7128687110373986,9.204894536948329,3.7512844317410474,12.153992481427622,5.39004474640144,15.618730224432175
57,767573,Bi-GRU,2.7263633159206635,9.503839434284652,3.794665650953811,12.428544728195844,5.335899009115574,15.675448573126356
58,773012,TCN,4.113170484341996,8.669822524759969,5.10571974816492,10.61501727047523,6.650978408229293,13.323817561650385
59,773012,Bi-GRU,3.9086359681819114,8.502932182302722,4.75605208888015,10.343392508565538,6.259408960376889,12.891244690317492
60,773013,TCN,5.395580758369863,12.425398930600885,6.0399838525585965,13.969306025538724,6.8526488244771935,15.539779494959905
61,773013,Bi-GRU,5.309319731160831,12.469959451773788,5.928592190205187,13.987353499367847,6.747203234854958,15.488298697095505
62,764424,TCN,3.404420133249769,11.522524822600202,4.79542376804396,14.945009249337975,7.077437850101923,19.33799360843162
63,764424,Bi-GRU,3.3126421389066807,11.45285144825305,4.751318073676561,15.005136860693694,7.041880227570821,19.382868428055154
64,769388,TCN,4.534682584192313,11.983780940618088,5.995494872407997,14.955968566563905,7.742125882633922,17.75304002796977
65,769388,Bi-GRU,4.427809035339232,12.261254333528775,5.861371951841035,14.875570642853626,7.529912026774274,17.402950528580146
66,716328,TCN,3.754030752065546,8.83916480912788,4.848116902709214,11.157625291494757,6.405121493294264,13.8418165918381
67,716328,Bi-GRU,3.7501575767066053,8.779727108917188,4.77845470959254,11.04563925881667,6.416051188920895,13.737440339100543
68,717819,TCN,3.379785016841814,9.357773041116365,4.407068564045817,11.936462573949726,5.999943177116828,14.997355894814863
69,717819,Bi-GRU,3.385898837482,9.384616259175043,4.427661983898169,11.966560626953862,5.97729978495567,14.89420550318499
70,769941,TCN,3.091797389981783,8.208431229149316,3.7897744044278596,10.355298856721957,4.933188302408073,12.848899837036532
71,769941,Bi-GRU,3.10859132970215,8.239423647140624,3.8253498462627396,10.3378219518895,4.996562810281263,12.875861014703698
72,760987,TCN,4.166869068901007,11.963299112576776,5.360019326197841,14.680717223621722,6.839648150377901,17.40157651536417
73,760987,Bi-GRU,4.164674695805532,12.278665341697385,5.268854536090814,14.755388574850373,6.783995623996216,17.50476217312482
74,718204,TCN,3.283764898029239,9.21748100952359,4.437006252944132,12.022565698959584,6.329678841024711,15.42334719076904
75,718204,Bi-GRU,3.184190066682859,9.337558185675604,4.369456287736896,12.165340627760106,6.2705956875379405,15.431819571927443
76,718045,TCN,6.260071786639015,12.794414508517368,8.235236838721136,16.05043548309382,11.208365424364995,19.824330799712005
77,718045,Bi-GRU,6.106587982091687,12.860927527953006,8.128226630443017,16.15223478686671,11.028880402097895,19.896064874984322
78,769418,TCN,3.1609666106296213,8.057986100114489,4.082184904568331,10.351392229952475,5.539900049392351,12.930659713464557
79,769418,Bi-GRU,3.123873306206025,8.27822991785821,4.018202948511503,10.485734157423854,5.276127455098067,12.978269551600574
80,768066,TCN,3.354332569400207,9.723058287054513,4.289318542030979,12.08820340806553,5.954194670043309,15.067785538070494
81,768066,Bi-GRU,3.139922270021783,9.359802307494451,4.1900773169356045,11.912961677363677,5.729675361215895,14.89144537701931
82,772140,TCN,3.8713311435415276,9.41761341984648,5.358801409855073,12.235013712210495,7.578407196714322,15.407168400036413
83,772140,Bi-GRU,3.8052891537353197,9.34594598204717,5.340689807804321,12.229947056336215,7.539490204371137,15.394372793777219
84,773927,TCN,4.048191135674774,10.502130260667787,5.337519568651994,13.41740924595741,7.51770857052703,17.09631687162695
85,773927,Bi-GRU,4.0791333118503665,10.550114743111243,5.337342739309321,13.431279196977691,7.480008501475959,17.12809119369272
86,760024,TCN,4.033223584524161,9.706244994915588,5.742935109725572,13.214601927336602,8.579415288180854,17.458810142937928
87,760024,Bi-GRU,3.9952825195446873,9.520396339919914,5.7229374542605855,13.096102829262115,8.638639031572305,17.479311384672304
88,774012,TCN,2.509405270456563,8.927399834568506,3.3044443781926423,11.30638442585801,4.406431082688344,14.007857460578581
89,774012,Bi-GRU,2.547000509379595,9.175202302458779,3.281825560516188,11.431888942048976,4.342481907496115,13.955213424798757
90,774011,TCN,2.6224844198333,8.935381591867387,3.3553011566058686,11.254008528686292,4.269896209664865,13.608711355315185
91,774011,Bi-GRU,2.6784190732845907,9.049699538321581,3.4070087217226623,11.332621305665063,4.322883569560837,13.678321916018596
92,767609,TCN,3.7067217475867964,9.506983006778517,4.080145412232726,12.354893980220929,5.9308344471399925,15.82388395829131
93,767609,Bi-GRU,2.9526158173104564,9.428703687363527,3.9863308624810214,12.381431389140793,5.654512296294526,15.990520625435568
94,769359,TCN,4.829474606338209,9.773932901941254,6.193488953886352,12.421902262656397,8.49819778422226,15.838183836957919
95,769359,Bi-GRU,4.718070795522753,9.61644162065296,6.099930471719498,12.242802763836288,8.467783963217904,15.80028758467471
96,760650,TCN,4.025258946146698,8.819853126384244,5.414846918184198,11.561342411570672,7.468187172497455,14.798304192851875
97,760650,Bi-GRU,3.9662563361108005,8.890235835575645,5.349549861387518,11.648665958384695,7.364401428891656,14.865640665583703
98,716956,TCN,3.727796294074721,9.46632883684997,4.739976085185231,11.978656825285878,6.19625444322071,14.948010415874966
99,716956,Bi-GRU,3.7190602050587778,9.465997043110605,4.746209358223322,12.02278425085317,6.183520017695502,14.993263222921037
100,769831,TCN,3.0760150099090153,7.9469455743909165,3.7455017130313313,10.049761918807704,4.808043537895838,12.495568997763357
101,769831,Bi-GRU,3.0867227013999625,7.987816131316208,3.7799025491583857,10.099259161464206,4.87948288241887,12.59499114077064
102,761604,TCN,5.487134482461903,10.107065531182984,6.421109830536526,11.931626030388886,7.56286472261597,13.939546026919285
103,761604,Bi-GRU,5.45776852961931,10.225900973894868,6.351651209029968,11.975732379342153,7.526183301264091,14.01679910984661
104,717495,TCN,4.7007013243001055,10.12474273955689,6.163851367243194,12.921839488849125,8.919177791794734,16.92945173445578
105,717495,Bi-GRU,4.612277361549987,10.12464530549118,6.108376071598912,13.006231491560268,8.90902334827365,17.07068710863949
