,Sensor_ID,Neighbor_Type,k,MAE_15mins,RMSE_15mins,MAE_30mins,RMSE_30mins,MAE_60mins,RMSE_60mins
71,716331,GEO,1,5.338400751790546,8.535835701286809,6.956656333227923,10.646925949132466,9.293220077363271,13.33064227595276
72,716331,GEO,2,5.254873797655756,8.47370437216911,6.823947800214649,10.532358275613298,9.032999622599547,13.073031395287185
73,716331,GEO,3,5.227552122491774,8.45617355141388,6.770944585390376,10.51056559389725,8.990701449701831,13.064644006754882
74,716331,GEO,4,5.257716061409459,8.481268911868,6.831817121669537,10.564583206310175,9.096292338706826,13.18502870659357
75,716331,GEO,5,5.244366735741787,8.460560191211165,6.820126545189117,10.553536536277594,9.097843626395672,13.185852089397551
76,771667,GEO,1,2.3789879975677453,4.5790821374779815,3.146386763430325,5.718970274597249,4.212386365345478,7.048581804329014
77,771667,GEO,2,2.3814991658408173,4.563148504028708,3.1571551405971228,5.712281921428851,4.232076058717435,7.05209531975447
78,771667,GEO,3,2.367389049245086,4.554126748487743,3.176758054301551,5.726042480402033,4.3047347679047245,7.116556843477519
79,771667,GEO,4,2.4060468360004705,4.566624085156745,3.223192989437747,5.754661484513036,4.356265439453818,7.1790301380012504
80,771667,GEO,5,2.4420700125767603,4.579277485637654,3.2688492794574646,5.790135267141636,4.399743189732645,7.213246551680057
81,716337,GEO,1,4.547016852394413,8.777852372501528,6.066681331850983,11.043813619502645,8.015248819454621,13.44105214876008
82,716337,GEO,2,4.487573643574592,8.669841823995277,5.981265542561519,10.964768990874946,7.94007293972115,13.407963118116662
83,716337,GEO,3,4.459350823697763,8.629213850051686,5.934177397676957,10.918530013515467,7.9147819179688605,13.384129118516062
84,716337,GEO,4,4.782963332311084,8.815182499721182,6.651913441755366,11.413492971892431,9.444153737651025,14.835765260753824
85,716337,GEO,5,4.463572976772795,8.577829987609286,6.008186713359047,10.84197287769009,8.292722026702785,13.427933586828283
86,769953,GEO,1,3.6429270355043704,7.566910355092307,4.512234736813184,9.324981222798916,5.889501345036042,11.513617064425468
87,769402,GEO,1,3.9349452046043805,8.202333125755642,5.156806279749543,10.397184671389024,7.1144253141194005,13.02902789511386
88,769402,GEO,2,3.8813256426584553,8.171303369434412,5.086741980227636,10.372528842305137,7.082204109698975,13.025054154231249
89,769402,GEO,3,3.8595332514378042,8.158084426134893,5.049366728769781,10.354639000847532,7.008077027530019,12.974365161195298
90,769402,GEO,4,3.854536134666225,8.158927115655478,5.0549556526698805,10.356478864817296,7.015513842328092,12.971500788622324
91,769402,GEO,5,3.864290180077151,8.166596401262126,5.056946113129421,10.366096752997805,7.00220148503047,12.978773367055176
92,769403,GEO,1,4.37077369005157,9.577704857292352,6.076152424180059,12.323090180269181,8.492835139863713,15.266934066063577
93,769403,GEO,2,4.426403504709653,9.561633885083342,6.144443136408611,12.291888573966368,8.530002175716799,15.249275635102885
94,769403,GEO,3,4.450086886854663,9.551516860304062,6.174989923914658,12.248358879409277,8.558357038246552,15.170204084306564
95,769403,GEO,4,4.481668473341899,9.546218463438032,6.208406814315639,12.245591070558012,8.582361102739869,15.16250036012782
